,"Baboon 8B:1",,,,,"Baboon 9B:1",,,,,"Baboon 12B:1",,,,,"Baboon 11B:1",,,,,"Baboon 13B:1",,,,,"Baboon 5B:1",,,,,"Baboon 7B:1",,,,,
Peak,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,
"Analyte 1508","Class1","1070","1.525","1038522.55","7121.234","Class1","1070","1.525","980546.324","6860.164","Class1","1070","1.485","3919727.23","21657.982","Class1","1070","1.52","3788461.95","18977.059","Class1","1070","1.56","1032243.38","8855.109","Class1","1070","1.52","3935772.06","21934.672","Class1","1070","1.56","1113366.87","7690.249",
"octanol","Class1","1075","1.615","136434.295","144.786","Class1","1070","1.66","190013.958","115.139","Class1","1080","1.52","4926425.52","4770.711","Class1","1075","1.605","369997.559","406.349","Class1","1075","1.655","63415.422","141.705","Class1","1075","1.6","1203636.69","867.725","Class1","1080","1.625","61765.961","72.182",
"Benzene, 1,3,5-trimethyl-2-propyl-","Class1","1090","1.75","4939.201","46.036","Class1","1090","1.745","2207.545","16.075","Class1","1090","1.68","1738889.85","6328.026","Class1","1090","1.755","19957.962","145.476","Class1","1090","1.77","1785.070","18.700","Class1","1090","1.75","37341.957","274.531","Class1","1090","1.76","39370.928","341.016",
"Benzene, pentamethyl-","Class1","1090","1.885","36003.132","217.231","Class1","1090","1.885","18395.428","136.949","Class1","1090","1.805","4554452.23","23897.982","Class1","1090","1.885","112961.768","603.070","Class1","1090","1.905","13853.095","122.056","Class1","1090","1.885","259962.931","1533.879","Class1","1090","1.895","708609.059","4773.833",
"1H-Indene, 2,3-dihydro-1,6-dimethyl-","Class1","1090","2.01","35552.797","221.610","Class1","1090","2.015","21117.578","139.706","Class1","1095","1.895","5594537.24","15533.261","Class1","1090","2.01","127468.949","697.629","Class1","1090","2.035","17599.331","116.015","Class1","1090","2.01","396106.551","1498.656","Class1","1090","2.025","156881.221","717.453",
"Octane, 2,4,6-trimethyl-","Class1","1095","1.31","8129940.37","32205.152","Class1","1100","1.27","256780.386","287.882","Class1","1090","1.285","9766877.61","13042.392","Class1","1095","1.295","1779886.15","4420.076","Class1","1095","1.3","187208.252","1019.544","Class1","1095","1.28","3293927.04","11138.392","Class1","1095","1.305","7682438.42","29245.016",
"Benzene, (3-methyl-1-methylenebutyl)-","Class1","1095","1.96","31574.075","203.419","Class1","1095","1.955","22187.234","154.757","Class1","1095","1.875","345167.291","1488.109","Class1","1095","1.955","57551.270","347.123","Class1","1095","1.975","14976.410","140.737","Class1","1095","1.955","76468.138","466.414","Class1","1095","1.97","50843.273","342.048",
"Cyclooctane, 1,4-dimethyl-, cis-","Class1","1100","1.325","6782312.43","4124.109","Class1","1095","1.345","1103969.00","821.151","Class1","1100","1.31","18180041.6","12368.202","Class1","1095","1.33","3643356.03","1853.052","Class1","1100","1.325","706810.950","563.549","Class1","1095","1.345","4261788.53","2358.547","Class1","1100","1.305","2203309.80","2822.176",
"2-Undecanone","Class1","1100","1.62","135814.255","359.271","Class1","1100","1.62","238219.035","517.801","Class1","1105","1.54","6982675.29","8437.581","Class1","1100","1.62","817109.852","1160.672","Class1","1105","1.615","217287.782","327.684","Class1","1100","1.615","1365341.39","1931.714","Class1","1105","1.615","261641.550","276.285",
"Naphthalene, 1,2,3,4-tetrahydro-6-methyl-","Class1","1105","2.08","28739.333","174.129","Class1","1105","2.09","13203.899","89.059","Class1","1105","1.98","4193289.22","18823.695","Class1","1105","2.08","82668.363","421.235","Class1","1105","2.095","11801.668","94.491","Class1","1105","2.08","253961.892","1355.458","Class1","1105","2.085","112631.765","738.507",
"Naphthalene, 1-methyl-","Class1","1105","2.25","552267.731","3044.170","Class1","1105","2.25","337679.326","2048.803","Class1","1110","2.09","50219304.1","144059.391","Class1","1105","2.24","2150255.94","10923.048","Class1","1105","2.26","316000.865","1529.778","Class1","1105","2.235","6302691.67","34011.469","Class1","1105","2.25","3170473.74","13383.169",
"Decane, 3-bromo-","Class1","1110","1.535","2467899.27","15787.858","Class1","1110","1.53","2131818.66","14710.516","Class1","1110","1.505","9500886.94","34094.234","Class1","1110","1.53","8361505.93","40045.578","Class1","1110","1.53","2298208.65","19064.502","Class1","1110","1.535","9886676.38","45535.609","Class1","1110","1.53","1109723.23","7087.661",
"Benzaldehyde, 2,4,5-trimethyl-","Class1","1115","2.17","70008.295","383.021","Class1","1115","2.19","14816.669","87.236","Class1","1115","2.055","47976320.3","88891.375","Class1","1115","2.155","3519640.47","13302.212","Class1","1115","2.175","128668.922","548.570","Class1","1115","2.16","11554120.8","39850.387","Class1","1115","2.16","4307908.11","14407.841",
"1-Cyclohexanone, 3-butyl-3-methyl-","Class1","1120","1.63","1994689.67","4628.956","Class1","1120","1.635","175653.033","885.102","Class1","1120","1.585","26195168.0","46363.691","Class1","1115","1.63","792281.256","1422.946","Class1","1120","1.625","121829.230","561.261","Class1","1120","1.635","8148825.78","14223.820","Class1","1120","1.625","224823.187","888.241",
"Naphthalene, 1-methyl-","Class1","1125","2.32","291053.747","1509.550","Class1","1125","2.325","154530.359","900.627","Class1","1130","2.16","30561201.1","136587.234","Class1","1125","2.315","1186208.84","6023.368","Class1","1125","2.335","136243.151","570.331","Class1","1125","2.31","3861689.99","20041.336","Class1","1125","2.32","1768205.07","6021.096",
"Dodecane, 2,7,10-trimethyl-","Class1","1125","1.29","62012323.5","51591.305","Class1","1130","1.27","1033577.00","1351.762","Class1","1130","1.25","204731532","30356.873","Class1","1125","1.275","5195845.92","4488.052","Class1","1130","1.265","691572.282","1338.125","Class1","1125","1.285","16016158.2","15458.309","Class1","1130","1.28","28611955.3","33092.234",
"Naphthalene, 1,2,3,4-tetrahydro-2,7-dimethyl-","Class1","1135","1.89","41492.180","270.637","Class1","1135","1.885","16428.022","117.195","Class1","1135","1.81","5777218.24","30508.396","Class1","1135","1.875","92048.952","607.020","Class1","1135","1.89","11447.443","103.933","Class1","1135","1.885","309002.642","1933.083","Class1","1135","1.885","140213.932","959.405",
"63143","Class1","1135","1.1","3799989.66","9799.223","Class1","1135","1.095","427217.291","1218.455","Class1","1140","1.095","25365610.6","38398.449","Class1","1135","1.09","706213.316","1469.925","Class1","1140","1.085","385276.448","1358.919","Class1","1135","1.095","5260659.28","9371.360","Class1","1140","1.09","493990.286","1327.139",
"Benzene, 3-cyclohexen-1-yl-","Class1","1150","2.035","47848.082","188.016","Class1","1150","2.035","22019.028","98.676","Class1","1150","1.945","8043936.61","22891.139","Class1","1150","2.02","108206.545","407.871","Class1","1150","2.045","20497.147","109.262","Class1","1150","2.03","398032.671","2474.936","Class1","1150","2.04","130797.826","490.425",
"Analyte 1632","Class1","1155","2.73","81103.578","208.054","Class1","1155","2.73","195533.480","579.970","Class1","1155","2.585","99542426.8","74375.492","Class1","1155","2.705","898929.103","1631.998","Class1","1155","2.76","29647.154","98.488","Class1","1155","2.71","11592911.9","18718.023","Class1","1155","2.73","1048435.16","1801.521",
"Heptylcyclohexane","Class1","1160","1.405","1439083.06","2851.921","Class1","1160","1.4","183152.568","351.870","Class1","1160","1.395","20367451.7","25544.908","Class1","1155","1.405","953433.183","1717.208","Class1","1160","1.405","130604.992","547.779","Class1","1160","1.4","1145201.11","1711.762","Class1","1160","1.405","1966863.87","4828.485",
"1,1'-Bicyclohexyl, 2-methyl-, cis-","Class1","1175","1.55","9466.690","120.175","Class1","1175","1.555","1857.322","24.598","Class1","1180","1.51","1615632.81","7105.181","Class1","1175","1.55","12346.240","119.635","Class1","1175","1.56","1148.500","22.151","Class1","1175","1.55","28085.395","316.056","Class1","1175","1.55","43640.923","487.601",
"Hexane, 3-ethyl-3-methyl-","Class1","1180","1.32","161201515","50907.094","Class1","1180","1.295","1006891.69","1487.043","Class1","1180","1.27","261884385","30503.680","Class1","1185","1.295","20600751.3","9548.046","Class1","1180","1.29","1981192.13","1435.687","Class1","1185","1.305","138522095","101612.820","Class1","1185","1.305","107258871","38506.426",
"2(3H)-Furanone, dihydro-5-pentyl-","Class1","1185","2.19","180935.456","417.708","Class1","1185","2.195","162221.042","380.794","Class1","1185","2.055","2089040.15","1971.403","Class1","1185","2.195","557809.023","641.889","Class1","1185","2.2","146907.102","388.035","Class1","1185","2.195","676686.982","826.514","Class1","1185","2.205","164772.963","274.236",
"Cyclohexane, 1-methyl-2-pentyl-","Class1","1190","1.465","218513.107","792.297","Class1","1190","1.46","17926.547","104.561","Class1","1195","1.425","12484394.2","15020.165","Class1","1190","1.455","115849.222","419.260","Class1","1190","1.46","13831.775","97.267","Class1","1190","1.465","158700.502","433.600","Class1","1190","1.46","284751.082","1048.228",
"Decane, 2,6,8-trimethyl-","Class1","1195","1.3","216307605","55451.008","Class1","1195","1.295","1747968.83","1622.214","Class1","1195","1.28","474019658","30782.807","Class1","1195","1.295","17423445.7","6512.445","Class1","1200","1.285","656557.041","1140.818","Class1","1190","1.545","73363.126","112.737","Class1","1195","1.3","67359649.7","75121.750",
"propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester","Class1","1195","1.71","70724.149","418.435","Class1","1195","1.71","152257.067","451.980","Class1","1195","1.645","9374250.83","13608.999","Class1","1195","1.71","512001.417","748.325","Class1","1195","1.71","101961.036","408.342","Class1","1195","1.71","1023128.14","1741.172","Class1","1195","1.72","97400.405","249.131",
"Biphenyl","Class1","1205","2.275","294446.827","1123.739","Class1","1205","2.28","123104.089","413.108","Class1","1205","2.115","8127503.69","55252.254","Class1","1200","2.3","635561.979","1684.819","Class1","1205","2.285","125406.449","607.979","Class1","1205","2.265","1207294.94","3448.588","Class1","1205","2.27","824842.066","3305.764",
"Analyte 1698","Class1","1215","1.085","17762.014","100.694","Class1","1215","1.08","14723.725","84.993","Class1","1215","1.075","186561.514","294.343","Class1","1215","1.075","35457.461","110.250","Class1","1215","1.085","18965.133","105.065","Class1","1215","1.08","25271.057","65.062","Class1","1215","1.08","31411.355","115.979",
"Naphthalene, 1,2,3,4-tetrahydro-5,7-dimethyl-","Class1","1215","1.99","9741.781","50.443","Class1","1215","1.98","2028.934","23.520","Class1","1220","1.88","1308576.40","7851.606","Class1","1215","1.99","18752.675","102.002","Class1","1215","1.985","1292.867","15.203","Class1","1215","1.99","84351.401","437.941","Class1","1215","1.99","27442.146","145.361",
"Octane, 2,4,6-trimethyl-","Class1","1225","1.3","130512644","43669.063","Class1","1220","1.3","1144062.50","866.980","Class1","1215","1.245","227862741","28423.086","Class1","1220","1.3","7942296.11","3674.406","Class1","1220","1.3","1056743.33","863.635","Class1","1220","1.305","46102313.0","13560.709","Class1","1225","1.29","57368959.2","20326.936",
"Naphthalene, 1,7-dimethyl-","Class1","1230","2.12","92788.087","647.646","Class1","1230","2.12","31893.731","271.729","Class1","1230","2","7640352.05","54343.770","Class1","1230","2.12","264690.037","1625.139","Class1","1230","2.135","28038.388","214.841","Class1","1230","2.11","980451.744","6044.012","Class1","1230","2.12","377599.025","2318.459",
"Decane","Class1","1240","1.3","45549697.1","24419.148","Class1","1235","1.295","242264.228","294.543","Class1","1245","1.295","110431418","28694.982","Class1","1240","1.3","3386851.67","1142.764","Class1","1235","1.285","206393.795","310.943","Class1","1240","1.3","11538214.8","5229.836","Class1","1240","1.3","7618051.07","7166.335",
"4,4-Dimethyl-non-5-enal","Class1","1240","1.52","384200.905","577.579","Class1","1240","1.525","305455.795","330.713","Class1","1240","1.475","14341998.9","4510.128","Class1","1240","1.525","1028552.11","622.348","Class1","1240","1.525","97241.194","267.504","Class1","1240","1.525","668584.482","950.116","Class1","1235","1.51","126057.764","130.757",
"Di-epi-à-cedrene","Class1","1240","1.625","259639.183","1005.770","Class1","1240","1.625","35382.532","184.172","Class1","1235","1.62","5168161.01","6293.774","Class1","1240","1.625","165582.676","652.231","Class1","1240","1.63","21475.823","157.631","Class1","1240","1.625","1460656.29","4632.103","Class1","1240","1.625","298353.729","1303.115",
"4,4-Dimethyl-non-5-enal","Class1","1250","1.565","212612.660","206.245","Class1","1245","1.575","211388.682","233.370","Class1","1240","1.41","48400673.6","11820.802","Class1","1245","1.575","704678.890","572.784","Class1","1245","1.58","145206.543","159.206","Class1","1250","1.56","1176156.02","618.184","Class1","1240","1.525","94321.719","137.722",
"Naphthalene, 1,8-dimethyl-","Class1","1245","2.18","166183.720","794.414","Class1","1245","2.195","54906.946","268.762","Class1","1250","2.055","15301116.2","60575.855","Class1","1245","2.18","522412.288","2345.292","Class1","1245","2.2","50966.468","239.100","Class1","1245","2.175","1715028.45","8803.278","Class1","1245","2.185","612374.018","2574.425",
"Decane, 2,6,8-trimethyl-","Class1","1250","1.3","37738123.2","22173.871","Class1","1255","1.295","228397.333","180.435","Class1","1255","1.27","152581978","29262.957","Class1","1255","1.29","1351031.54","905.986","Class1","1250","1.3","137613.030","192.569","Class1","1250","1.295","6473278.65","4413.252","Class1","1250","1.295","3079418.76","5467.513",
"Decane, 2,6,8-trimethyl-","Class1","1260","1.315","16930944.6","17770.572","Class1","1265","1.315","81712.782","214.810","Class1","1265","1.265","46782619.3","28239.855","Class1","1265","1.32","709739.147","976.175","Class1","1260","1.31","56582.431","157.705","Class1","1265","1.3","12959146.7","3411.404","Class1","1265","1.29","10643548.0","4010.033",
"Phenol, 2,6-bis(1,1-dimethylethyl)-","Class1","1265","1.84","98915.303","1115.925","Class1","1265","1.835","141013.846","1590.190","Class1","1265","1.775","441350.851","4476.008","Class1","1265","1.83","681423.706","5441.174","Class1","1265","1.835","94081.693","1167.047","Class1","1265","1.84","443702.735","3832.297","Class1","1265","1.84","15367.633","179.391",
"Naphthalene, 1,7-dimethyl-","Class1","1265","2.25","31368.766","184.690","Class1","1265","2.215","11506.665","83.700","Class1","1270","2.165","1916982.09","11873.506","Class1","1265","2.225","97158.687","494.896","Class1","1270","2.27","5434.460","36.742","Class1","1265","2.225","301178.660","1525.213","Class1","1265","2.23","110205.742","610.946",
"Naphthalene, 1-ethyl-","Class1","1280","2.295","22646.211","111.982","Class1","1280","2.285","8524.958","52.189","Class1","1285","2.155","1660764.66","5890.324","Class1","1280","2.28","66935.789","309.809","Class1","1280","2.29","6034.829","40.508","Class1","1280","2.28","222996.770","1012.139","Class1","1280","2.285","76471.188","304.898",
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-","Class1","1290","1.75","971143.968","9636.399","Class1","1290","1.75","1009110.93","10478.679","Class1","1295","1.695","12334039.8","46846.039","Class1","1290","1.75","3395506.54","29845.668","Class1","1290","1.75","999482.452","10883.589","Class1","1290","1.755","4739347.95","34335.645","Class1","1290","1.745","282416.664","2508.894",
"2,2,7,7-Tetramethyltricyclo[6.2.1.0(1,6)]undec-4-en-3-one","Class1","1300","1.745","575735.586","3147.297","Class1","1305","1.725","284211.527","1681.569","Class1","1305","1.67","856157.283","6830.339","Class1","1300","1.745","708778.898","3579.606","Class1","1305","1.73","233984.123","1869.565","Class1","1305","1.725","1567367.68","6527.417","Class1","1305","1.725","160214.888","1135.489",
"55254","Class1","1305","1.11","47817.189","292.499","Class1","1305","1.11","56045.952","349.700","Class1","1305","1.095","65451.433","160.123","Class1","1305","1.11","88986.758","320.540","Class1","1305","1.11","126174.339","574.560","Class1","1305","1.11","84820.983","238.235","Class1","1305","1.11","30091.461","121.286",
"7-Hexadecene, (Z)-","Class1","1305","1.31","2269361.03","1265.926","Class1","1305","1.325","118737.736","165.664","Class1","1310","1.285","13397655.1","8312.793","Class1","1305","1.325","676009.883","589.021","Class1","1310","1.315","98913.088","210.541","Class1","1310","1.315","1942899.15","910.413","Class1","1310","1.31","898095.907","608.050",
"1,1'-Biphenyl, 4-methyl-","Class1","1310","2.185","92727.331","738.632","Class1","1310","2.19","26919.736","240.599","Class1","1310","2.075","12620417.1","87628.680","Class1","1310","2.175","316991.156","2302.372","Class1","1310","2.195","28730.149","246.703","Class1","1310","2.18","878633.429","6218.779","Class1","1310","2.185","364877.961","2327.612",
"Acenaphthene","Class1","1310","2.45","45250.125","258.103","Class1","1310","2.455","17998.750","105.497","Class1","1315","2.3","14060764.6","67310.055","Class1","1310","2.44","226462.483","1132.772","Class1","1310","2.455","13577.928","94.792","Class1","1310","2.445","590326.753","2803.578","Class1","1310","2.45","216383.375","806.445",
"46315","Class1","1315","1.08","97436.567","262.290","Class1","1310","1.09","96630.703","271.597","Class1","1315","1.075","500566.202","625.184","Class1","1310","1.085","222103.383","430.583","Class1","1315","1.08","64056.975","409.981","Class1","1310","1.09","231601.323","319.738","Class1","1315","1.08","241717.221","579.361",
"45317","Class1","1315","1.55","96928.096","287.250","Class1","1315","1.555","107234.438","295.796","Class1","1315","1.505","1854693.50","1862.276","Class1","1315","1.55","311340.336","501.911","Class1","1315","1.555","95089.782","329.532","Class1","1315","1.55","462001.019","846.831","Class1","1315","1.56","113765.119","261.429",
"1,1'-Biphenyl, 4-methyl-","Class1","1320","2.205","42067.274","272.401","Class1","1320","2.2","12465.916","89.882","Class1","1320","2.08","3261141.40","18935.408","Class1","1320","2.2","109626.181","544.342","Class1","1320","2.21","12748.294","91.723","Class1","1320","2.195","384297.265","1654.072","Class1","1320","2.205","140652.855","693.097",
"Phenol, 2,4-bis(1,1-dimethylethyl)-","Class1","1330","1.83","46336.014","523.647","Class1","1330","1.83","25395.794","284.411","Class1","1330","1.755","562830.308","4512.256","Class1","1330","1.825","98749.499","885.608","Class1","1330","1.835","28809.675","263.152","Class1","1330","1.83","109529.923","878.720","Class1","1330","1.825","65319.914","437.263",
"Naphthalene, 1,4,6-trimethyl-","Class1","1330","2.085","21191.018","114.690","Class1","1330","2.08","8889.854","79.519","Class1","1335","2.02","654810.158","4147.760","Class1","1330","2.065","97009.647","299.502","Class1","1330","2.075","7663.243","57.321","Class1","1330","2.065","285157.867","1115.110","Class1","1330","2.07","112282.956","443.628",
"Butylated Hydroxytoluene","Class1","1335","1.775","210646.899","2959.621","Class1","1335","1.78","59722.140","845.814","Class1","1335","1.715","6285945.53","67273.766","Class1","1335","1.775","108558.690","1321.046","Class1","1335","1.775","41940.999","602.541","Class1","1335","1.775","2418203.14","27357.404","Class1","1335","1.775","35165.650","456.675",
"Dibenzofuran","Class1","1340","2.415","120563.882","529.750","Class1","1340","2.415","79295.560","400.339","Class1","1345","2.25","2215576.27","6815.252","Class1","1340","2.405","409584.423","1830.556","Class1","1340","2.425","74909.330","316.472","Class1","1340","2.405","688850.785","2672.497","Class1","1340","2.43","271907.098","696.310",
"1,1,4,5,6-pentamethyl-2,3-dihydro-1H-indene","Class1","1345","1.95","8103.000","83.366","Class1","1345","1.97","5990.140","79.474","Class1","1345","1.885","794360.669","5564.490","Class1","1345","1.96","25966.023","248.843","Class1","1345","1.96","5038.674","76.430","Class1","1345","1.96","67782.864","613.575","Class1","1345","1.965","23352.128","264.864",
"Pentadecane, 2,6,10-trimethyl-","Class1","1360","1.29","3342234.47","1099.348","Class1","1360","1.275","76967.159","73.164","Class1","1360","1.3","89264404.7","13153.488","Class1","1365","1.265","1101415.10","174.618","Class1","1365","1.275","63423.539","51.212","Class1","1365","1.275","3097839.22","1173.463","Class1","1365","1.27","1852891.26","959.268",
"50566","Class1","1365","1.405","370033.040","1377.783","Class1","1365","1.41","22992.112","107.003","Class1","1365","1.38","19533872.7","26043.818","Class1","1365","1.4","183198.369","506.345","Class1","1365","1.41","20217.328","113.004","Class1","1365","1.41","968613.763","2686.270","Class1","1365","1.41","494909.308","1294.414",
"Naphthalene, 1,4,6-trimethyl-","Class1","1370","2.135","21213.173","211.312","Class1","1370","2.135","10321.965","106.547","Class1","1370","2.045","773758.847","5233.628","Class1","1370","2.105","51076.729","440.079","Class1","1370","2.145","8482.792","87.349","Class1","1370","2.135","165822.667","1284.715","Class1","1370","2.14","66043.905","559.851",
"Dodecanoic acid","Class1","1375","1.585","260609.207","820.581","Class1","1375","1.585","777997.027","2700.879","Class1","1375","1.545","1398465.83","2593.637","Class1","1375","1.59","6174963.60","16126.388","Class1","1375","1.59","317961.648","1064.089","Class1","1375","1.585","982295.138","1844.723","Class1","1375","1.59","349063.291","730.450",
"Pentadecane, 3-methyl-","Class1","1385","1.285","386744.546","513.466","Class1","1380","1.285","54476.103","111.377","Class1","1380","1.28","48532752.8","8092.496","Class1","1380","1.275","326793.518","350.890","Class1","1380","1.285","32410.496","92.499","Class1","1380","1.285","786274.578","698.221","Class1","1380","1.28","1242973.44","1283.511",
"Naphthalene, 1,4,5-trimethyl-","Class1","1385","2.17","13188.218","99.951","Class1","1385","2.18","8784.859","61.129","Class1","1385","2.13","364136.964","2144.983","Class1","1385","2.165","47352.272","248.390","Class1","1385","2.18","8503.627","54.307","Class1","1385","2.175","91473.371","574.373","Class1","1385","2.185","57507.638","411.912",
"Trichloroacetic acid, pentadecyl ester","Class1","1390","1.31","178414.755","68.883","Class1","1385","1.545","20595.588","36.135","Class1","1390","1.305","7232900.85","941.497","Class1","1385","1.55","88253.833","51.890","Class1","1385","1.55","18043.714","43.840","Class1","1390","1.355","191177.995","65.464","Class1","1385","1.31","103087.183","87.128",
"Oxalic acid, cyclohexylmethyl isohexyl ester","Class1","1395","1.455","62399.198","275.986","Class1","1395","1.455","4771.739","19.048","Class1","1395","1.465","4344358.44","8812.623","Class1","1395","1.455","39761.858","112.603","Class1","1395","1.455","3065.008","21.343","Class1","1395","1.46","195241.885","640.881","Class1","1395","1.455","87229.482","235.756",
"tetradecanol (n)","Class1","1400","1.325","192015.502","177.888","Class1","1400","1.325","35806.102","109.074","Class1","1395","1.395","3192886.79","2908.861","Class1","1400","1.325","325316.210","221.256","Class1","1400","1.33","36073.453","103.882","Class1","1400","1.325","446232.606","391.880","Class1","1400","1.32","766840.241","350.196",
"methyl decyl ketone","Class1","1405","1.555","32484.947","102.438","Class1","1405","1.555","67351.893","226.347","Class1","1405","1.57","298886.998","360.286","Class1","1405","1.555","187573.004","382.850","Class1","1405","1.56","63017.466","232.819","Class1","1405","1.55","175308.356","286.801","Class1","1405","1.56","79984.266","173.818",
"3,3'-Dimethylbiphenyl","Class1","1405","2.145","9370.777","65.164","Class1","1405","2.14","4938.682","34.698","Class1","1405","2.155","358412.118","1425.906","Class1","1405","2.135","27686.049","178.538","Class1","1405","2.14","5784.785","37.013","Class1","1405","2.125","74704.033","361.232","Class1","1405","2.14","26758.634","99.486",
"Fluorene","Class1","1405","2.45","19497.879","126.554","Class1","1405","2.45","14824.268","102.962","Class1","1405","2.46","509901.475","2628.746","Class1","1405","2.435","49164.889","291.878","Class1","1405","2.44","10710.523","72.946","Class1","1405","2.425","139447.548","791.550","Class1","1405","2.445","32303.443","202.331",
"Diphenyl sulfide","Class1","1405","2.51","30243.763","188.708","Class1","1405","2.51","47048.732","300.593","Class1","1405","2.54","718174.003","2890.034","Class1","1405","2.505","292081.725","1624.929","Class1","1405","2.505","195943.907","1103.463","Class1","1405","2.505","230556.223","1176.356","Class1","1405","2.525","60008.782","223.341",
"45406","Class1","1410","1.305","275015.276","571.260","Class1","1405","1.285","164619.031","786.909","Class1","1410","1.32","9729713.53","13034.969","Class1","1410","1.3","183317.651","293.900","Class1","1405","1.29","85255.601","494.716","Class1","1410","1.305","720996.102","890.150","Class1","1410","1.3","752601.778","1611.486",
"Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester","Class1","1410","1.605","228989.858","790.657","Class1","1410","1.605","384037.412","1419.857","Class1","1410","1.635","10361279.1","13577.428","Class1","1410","1.61","1811142.81","3283.929","Class1","1410","1.605","366206.230","1556.023","Class1","1410","1.61","1463050.06","2833.711","Class1","1410","1.61","610122.175","1611.365",
"Diethyl Phthalate","Class1","1410","2.345","44631.299","223.465","Class1","1410","2.345","143908.750","764.153","Class1","1410","2.385","1208332.97","4049.852","Class1","1410","2.345","528885.610","1956.361","Class1","1410","2.345","141378.966","796.081","Class1","1410","2.345","372411.127","1338.043","Class1","1410","2.35","92529.885","409.852",
"48874","Class1","1440","1.55","55734.336","135.536","Class1","1440","1.55","30540.627","74.383","Class1","1440","1.555","1647024.23","1957.831","Class1","1440","1.55","100742.284","165.796","Class1","1440","1.545","19030.438","65.711","Class1","1440","1.55","229351.380","360.133","Class1","1440","1.545","152489.591","240.580",
"Decane, 2,6,8-trimethyl-","Class1","1445","1.275","62023.490","128.835","Class1","1445","1.28","53034.581","99.363","Class1","1440","1.285","329465.837","1105.589","Class1","1445","1.28","156026.280","252.725","Class1","1445","1.28","30249.123","69.181","Class1","1445","1.275","339824.906","327.509","Class1","1445","1.275","423246.622","652.731",
"benzophenone","Class1","1445","2.575","149422.574","226.503","Class1","1445","2.57","127153.380","235.208","Class1","1445","2.57","1231342.30","990.433","Class1","1445","2.57","740589.209","873.808","Class1","1445","2.575","135203.149","289.335","Class1","1445","2.57","549375.478","572.441","Class1","1445","2.6","165422.932","193.677",
"Analyte 1919","Class1","1450","1.55","38984.525","82.578","Class1","1450","1.55","17267.064","45.211","Class1","1450","1.555","1197349.68","1087.264","Class1","1450","1.55","57611.819","115.139","Class1","1450","1.55","10498.582","41.228","Class1","1450","1.555","139370.872","206.718","Class1","1450","1.555","73801.744","149.717",
"Cyclopentane, undecyl-","Class1","1455","1.395","101531.643","273.558","Class1","1455","1.4","24907.105","76.175","Class1","1455","1.395","3234874.36","4610.694","Class1","1455","1.395","147806.765","349.312","Class1","1455","1.4","14549.137","67.901","Class1","1455","1.395","311356.652","722.664","Class1","1455","1.395","330727.007","886.323",
"60124","Class1","1460","1.09","49680.327","194.828","Class1","1460","1.09","72069.355","272.263","Class1","1460","1.095","203393.929","227.472","Class1","1460","1.09","142524.079","363.406","Class1","1460","1.09","65399.047","247.651","Class1","1460","1.09","130487.193","217.778","Class1","1460","1.09","143207.800","331.645",
"Analyte 1929","Class1","1465","1.58","21267.838","41.658","Class1","1465","1.57","12325.362","27.751","Class1","1465","1.58","600959.980","468.576","Class1","1465","1.58","33185.104","65.856","Class1","1465","1.58","6604.651","26.296","Class1","1465","1.575","74194.380","108.976","Class1","1465","1.575","41120.529","75.349",
"tetradecanol (n)","Class1","1475","1.535","14631.358","37.411","Class1","1475","1.535","29736.789","92.116","Class1","1470","1.325","209485.028","84.507","Class1","1475","1.535","80655.380","119.959","Class1","1475","1.54","28241.899","102.196","Class1","1475","1.535","133995.776","170.850","Class1","1475","1.545","60141.149","49.496",
"Dodecane, 1-chloro-","Class1","1475","1.465","22583.650","68.854","Class1","1475","1.465","67633.063","181.734","Class1","1475","1.46","374456.365","354.439","Class1","1475","1.465","209740.408","342.033","Class1","1475","1.465","75635.716","289.158","Class1","1475","1.465","215794.385","456.977","Class1","1475","1.465","76816.059","219.586",
"Analyte 1935","Class1","1475","1.605","21979.017","87.134","Class1","1475","1.615","11912.227","59.437","Class1","1475","1.605","203859.526","456.977","Class1","1475","1.61","36860.357","137.859","Class1","1475","1.615","7893.727","60.691","Class1","1475","1.61","77376.447","292.901","Class1","1475","1.61","30040.919","125.972",
"2,6-Diisopropylnaphthalene","Class1","1480","1.965","7084.869","47.998","Class1","1485","1.965","9936.355","114.257","Class1","1485","1.97","104691.882","1114.168","Class1","1485","1.97","23771.990","272.534","Class1","1480","1.95","1963.396","25.324","Class1","1485","1.97","19404.943","214.011","Class1","1485","1.965","7769.578","87.953",
